1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6787		6785		6785		6785		6785		6789		1568		6787		6785		6785		6785		6785		6789		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		7146		7146		7146		7146		6784		1568		6784		7146		7146		7146		7146		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		1568		1568		1568		6784		1568		6784		1568		6794		1568		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		6795		6785		6785		6779		1568		6784		1568		6793		6785		6785		6779		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		1568		1568		1568		6784		1568		6784		1568		1568		1568		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		1568		6794		1568		6784		1568		6771		6785		6785		6797		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6771		6785		6785		6779		1568		6796		1568		6796		1568		1568		1568		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		1568		6796		1568		1568		1568		1568		1568		6795		6785		6785		6779		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		1568		1568		1568		6794		1568		6794		1568		1568		1568		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		6787		6797		1568		6784		1568		6784		1568		6786		6788		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		6784		1568		1568		6784		1568		6784		1568		6792		6790		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6784		1568		6784		1568		1568		6784		1568		6784		1568		1568		1568		1568		6784		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		6793		6785		6783		6785		6785		6783		6785		6783		6785		6785		6785		6785		6791		1544		1544		1544		
1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		1544		


0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		


0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		560		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		560		560		0		560		0		560		560		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		560		560		0		560		0		560		0		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		0		0		0		0		560		0		560		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		560		560		0		560		0		560		560		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		0		560		0		560		0		0		0		0		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		560		0		560		0		560		560		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		0		560		560		560		560		560		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		560		560		560		0		560		0		560		560		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		0		0		560		0		560		0		560		0		0		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		0		560		560		0		560		0		560		0		0		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		560		0		560		560		0		560		0		560		560		560		560		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		


0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		560		560		560		560		560		560		584		560		560		560		560		560		560		0		0		0		
0		0		0		0		0		0		0		0		0		560		584		584		584		584		560		584		560		584		584		584		584		560		0		0		0		
0		0		0		0		0		0		0		0		0		560		584		584		584		584		560		584		560		584		560		584		584		560		0		0		0		
0		0		0		0		0		0		0		0		0		560		584		560		560		560		560		584		560		584		560		560		560		560		0		0		0		
0		0		0		0		0		0		0		0		0		560		584		584		584		584		560		584		560		584		584		584		584		560		0		0		0		
0		0		0		0		0		0		0		0		0		560		584		584		560		584		560		584		560		560		560		560		584		560		0		0		0		
